text,Sentiment,label
uk us amp austr govern parti polit built risk dismiss amp denial theyv delay necessari respons climat amp ecolog breakdown amp consum debt appear delay effect contain,Negative,0
chain supermarket russia creat coronaviru emerg kit preload trolley divid three categori price border friend stay safe regard itali,Positive,1
look back groceri store clerk unsung hero pandem,Positive,1
expert share tip shop make sure food safe eat covid pandem,Positive,1
well free test wont work im well paid sick leav wont help work food secur initi wont help demand high unemploy insur wont help work extra cuz,Positive,1
unexpect effect morgag rate rise year bond continu properti price drop significantli peopl wealth plummet would lead big crisi,Negative,0
moos quot email anoth concern may supermarket drugstor could rais price item famili need worri happen store rais singl price,Positive,1
went groceri store wow empti shelv pretti clear what left nobodi like chunki peanut butter,Positive,1
panic buyer strip shop shelv brawl toilet paper,Negative,0
sugar supermarket could consid recruit amp train extra stock picker amp deliveri staff hire addit standard van without chiller offer shopper deliveri order exclus frozen item prioritoris deliveri elderli,Positive,1
updat covid wine tast retail store open wine purchas better yet practic social distanc order onlin ship everywher ontario,Positive,1
hey googl actual fuck second xenophob articl got recommend today definit need clickbait call asian food disgust unsanitari midst covid panic,Negative,0
fail keep demand spread heatmap column gt,Negative,0
onset outbreak aviat industri current shaki ground mocagoi prnerghi aaioffici,Negative,0
groceri store shelv empti fault,Negative,0
question day groceri store ga station consid essenti busi remain open facil produc pulp paper product like see,Positive,1
new owner deli bodega cent store say clean product price goug supplysid problem that havent stock shelv,Negative,0
dutch conveni store hema groceri retail use ai lumin demand edg fulfil softwar avoid empti shelv due help crisi,Negative,0
birthday inform video corona viru covid pleas stay safe also remembert follow diiv youtub,Positive,1
compani increas price product bloodsuck co pmoindia narendramodi finminindia mohfwindia nsitharaman shame hulnew zeebusi anilsinghvi,Negative,0
everi day like readi steadi cook get supermarket what left radish coupl shallot dint tin kidney bean vegan meatbal let get creativ,Positive,1
anyth undignifi supermarket queue plu look lot catch least problem,Negative,0
havent seen one food shortag mamp waitros post immun panic buy peopl want admit shop,Negative,0
everyon usn gf sipe cart use sleev hold handl one touch magazin checkout everyon keep distanc supermarket cashier hero fun job right,Negative,0
watch fraudster exploit panic common,Negative,0
peopl make habit selfish hoard suppli supermarket care money want know real thing eventu introduc,Positive,1
shopeeph ang hina ng shope ph mag isip lobbi govern rethink na payagan kayo perfect time filipino avoid go onlin shop use ppe rider social distanc deliv even cod,Positive,1
gmanew kesa naman maglalalaba gamit naman ng utak dtiphilippin requir rider wear ppe possibl cod social distanc sa itali china hk skoreasingapor japan open ang onlin shop minim otherwis,Negative,0
bless medic profession hospit staff groceri store staff deliveri ppl essenti servic staff folk without self isol would imposs bless,Positive,1
im back work supermarket today pretti chill day break im work day straight that hour buse two train germi public im also risk bracket happi thought cuppa tea kindli request,Positive,1
everi person spoke today whether groceri store ga station pet store senior commun everi person felt like creat manufactur mania one person felt viru warrant mass scale shutdown amp unemploy one human,Positive,1
drove town today look like normal day groceri store park lot still pack peopl eat insid restaur report case counti isnt go slow peopl becom seriou,Positive,1
price fall brent slump slash crude demand,Negative,0
outbreak drive ondemand economi,Negative,0
nation must return consum amp industri manufactur stat shown cant reli held ransom cheap fareast labour product real opportun nation renaiss renew enterpris,Positive,1
use work groceri store manag expect us come matter im also high risk viru guy kind retail worker idea theyr deal,Negative,0
ever sinc uncertainti coronaviru constantli hungri sure post peopl panic buy food,Negative,0
groceri store cashier tip store worker wear gloveswash hand hr wear mouth guard maskbandana offer sanit older peopl sanit cart hand basket hrli sanit handl hrli cooler,Positive,1
never realli appreci go supermarket would excit activ day oh well,Positive,1
panic buy get hand supermarket shelv empti resort open xma lynx africa gift set rob shower gel,Negative,0
tri best put atisha advic practic medit lamrim accord je tsongkhapa instruct develop pure happi mind gradual progress toward ultim peac full enlighten,Positive,1
strongli believ lot lot lot less publish right stay safe let get countri back open panic,Positive,1
gavinnewsom sandiegocounti think ur caus panic what alreadi hospit slow case low understand proactiv food shelv get ur shit togeth,Negative,0
im surpris retail store work close recent updat regard covid redact liter anyth protect associ custom,Positive,1
pleas dont take frustrat supermarket staff want help arrog excus togeth stay safe healthi,Positive,1
airlin slash price travel demand lessen due coronaviru,Negative,0
covid updat ive decid appoint better social distanc read hear keep onlin shop gigi safe,Positive,1
wrote drive peopl stockpil toilet paper water whether uneth,Negative,0
tri get crowd groceri store eye random last loaf whoknowswhatkind bread one els seem want,Negative,0
greater dc area groceri store includ virginia maryland chang thing coronaviru,Positive,1
chesleydohl notsick stay crowd includ groceri ifucan giveaway hand sanit tp soap mean one less wait hour crowd groceri store see stop cowork neighbor etc get,Positive,1
charg excess price time stay safe stay healthi pleas take care,Positive,1
crude oil price fall lowest sinc,Negative,0
covid sent swath u food system overdr manufactur distributor grocer food safeti regul tri meet demand consum stockpil food essenti expert say suppli ampl inspect continu normal,Positive,1
